headline;analytics
Método Batalha Naval: Prototipação e validação de fluxos de conteúdo em UX;0
Por que seu time de design deveria contratar writers;0
Designer, qual o problema a sua solução vai trazer?;0
Comece a estudar acessibilidade digital desde já;0
Como organizar o seu currículo para aplicar para vagas no exterior;0
Safe Stay: um estudo de caso de UX sobre o turismo em meio à pandemia;0
5 Facilitation Mistakes to Avoid During User Interviews;0
Using Color to Enhance Your Design;0
Um é pouco, dois é bom e três não é demais;0
UX e o Paradoxo da escolha;0
Aplicando Card Sorting moderado no Miro;0
Isto é uma boa escrita para UX;0
A importância da avaliação da experiência do usuário;0
Catarinas Design de Interação;0
5 coisas que você deveria saber para não errar ao mapear Jornadas;0
Design de Empatia;0
Criando uma linguagem visual;0
Collecting Metrics During Qualitative Studies;0
The 6 Levels of UX Maturity;0
O que eu aprendi fazendo pesquisa com pessoas usuárias;0
“Primeiro curso realmente avançado de UX que fiz.”;0
Panorama UX Research 2020. 2ª edição do capítulo do Panorama UX…;0
Lições a partir de uma leitora de gabaritos;0
O designer e a síndrome de herói;0
Descobrir para Definir. Entendendo o ser humano para colocá-lo…;0
A importância de compreender o comportamento humano;0
Por que documentar?;0
CCS: Medindo clareza dos seus textos na interface;0
How to Draw a Wireframe (Even if You Can’t Draw);0
Challenges, Fast Development, and Small Teams Define the 2021 Intranet Design Annual Winners;0
Panorama UX Research: Onde e como trabalhamos;0
5 lições de UX Writing que aprendi com textos no setor público;0
UX Research: Entendendo o básico;0
Como é ser um time de UX de uma pessoa só;0
6 modelos experimentais de economia comportamental e como aplicá-los em UX;0
Tecnologias assistivas e sua importância;0
Confidence Intervals, Margins of Error, and Confidence Levels in UX;0
Social Media UX: 3 Research Insights;0
UX-PM em tempos de coronavírus;0
Panorama UX Research: Atividades e ferramentas – parte 3;0
A interseção entre Branding e UX Writing;0
Linguagens neutra, inclusiva e simples: e UX Writing com isso tudo?;0
Uma nova responsividade;0
Como se preparar para reuniões de design;0
Quais livros de UX estamos lendo?;0
A influência do tamanho da empresa no trabalho do UX designer;0
Four Factors in UX Maturity;0
How Many Participants for Quantitative Usability Studies: A Summary of Sample-Size Recommendations;0
Uma introdução ao mundo da experiência digital;0
Como escrever de forma inclusiva e acessível para produtos digitais;0
O ciclo de vida de desenvolvimento do produto;0
Dark Patterns nas aplicações que usamos todos os dias;0
Manifesto sobre o que é comunidade e o que é audiência;0
Software Engineers Need Design Systems to Build Products With Good UX;0
O Design em Bolhas — I Ato. Ensaio sobre a Bolha de UX;0
Como a síndrome do impostor atrapalha o desenvolvimento de designers na carreira?;0
Precisamos falar sobre ética no design;0
Data Is More than Numbers: Why Qualitative Data Isn’t Just Opinions;0
Overlay Overload: Competing Popups Are an Increasing Menace;0
Os 7 pecados capitais do UX Research;0
FOUUX: Um framework para medir usabilidade;0
Next Billion Users: você já ouviu falar?;0
Repositório de UX Writing: conteúdos e referências da área em um só lugar;0
Como a UX pode interferir na saúde mental;0
Escalando e criando diretrizes para gestão de arquivos de design de interfaces;0
Design Sprint adaptado para o dia a dia de trabalho remoto;0
zeroheight raises $10M round led by Tribe Capital to scale DesignOps for UX teams;0
Qualitative Usability Testing: Study Guide;0
Nielsen Norman Group: UX Research, Training, and Consulting;0
Nós precisamos parar de romantizar a liderança em design;0
Você está utilizando o tipo de botão correto na sua interface?;0
Alegoria da caverna: O poder da vivência no Design;0
Uma anatomia completa de todas as dinâmicas de Design Thinking;0
UX Writing como forma de conversa com o usuário;0
UX Writing em sistemas legados: tem jeito sim;0
Open Everything e os desafios para UX;0
As etapas da pesquisa qualitativa;0
10 Usability Heuristics Applied to Complex Applications;0
UX-Maturity Stage 1: Absent;0
UX Design Orientado a Objetos;0
Qual a relação entre UX e a ciência?;0
Como criar textos para páginas de erro;0
Lições do Design Especulativo para o UX;0
Impactos de uma persona na construção do seu produto;0
UX Design, Blueprint e um show de Lady Gaga;0
Pessoas diferentes formam Squads Excelentes;0
Definindo Engajamento e Retenção em Produtos Digitais;0
Design Thinking: Study Guide;0
Problem Statements in UX Discovery;0
Princípios e aprendizados de um repositório de pesquisas;0
"LinkedIn — o aquário de gente maluca, do mendigo de ""like"", dos mentirosos de histórias incríveis, etc.";0
7 empresas com vagas abertas para profissionais de tecnologia;0
Praticando empatia radical no design de produtos;0
O erro das palavras é a reviravolta do fracasso;0
Você sabe como sua empresa funciona?;0
\nDashboard Design Best  Practices – 4 Key Principles ;0
Cientistas estudam usar bactérias como dispositivos de internet das coisas;0
Cientistas inventam campainha para testa para combater o ronco;0
Cientistas lançam rede para pesquisa e inovação aeroespacial brasileira;0
Cientistas querem criar mapa 3D da Terra antes que o Homem a destrua;0
Cientistas salvam gato de Schrödinger ao resolver paradoxo da física;0
Claro leva rede de Internet das Coisas para mais de 2,2 mil cidades;0
CNI e Senai listam 30 profissões promissoras para a indústria 4.0;0
Coinbase Wants to Pay Interest on Crypto Coins, Sort Of;0
Com apps e drones, produtores apostam no uso de tecnologias em fazendas para alavancar agronegócio no oeste da Bahia;0
Com criptomoeda do Facebook, França propõe força-tarefa com G7 para criar regras;0
Com descontos de até 50%, Waze e startup espanhola de lavanderias Mr Jeff firmam parceria para sinalizar lojas da rede;0
Com drones, Amazon quer entregar compras em até meia hora;0
Com veja agricultura 4.0, tecnologia avança no campo e aumenta produtividade do setor rural em Goiás;0
Com z15, IBM busca gerenciar privacidade de dados em multicloud híbrida;0
Come to Disrupt Berlin if you care about fintech;0
Comissão aprova novo modelo de incentivos fiscais para tecnologia da informação;0
CommScope e Cesupa inauguram laboratório no Pará para formar profissionais em áreas como mobilidade e IoT ;0
Como a blockchain acabará com as fake news (e quatro outras previsões para 2020);0
Como a Cisco pretende construir a Internet do futuro;0
Como a Internet das Coisas pode mudar o futuro e deixar cidades e casas mais seguras e eficientes;0
Como a LGPD afetará sua empresa? 5 dicas básicas para se enquadrar;0
Como a regulamentação da LGPD afeta suas estratégias de negôcios;0
Como a tecnologia está ajudando pessoas com autismo no Brasil;0
Como adotar uma metodologia de startup sem prejudicar a qualidade?;0
Como as foodtechs têm revolucionado toda a cadeia produtiva dos alimentos;0
Como ele quer colocar o Brasil lado a lado com as potências tecnológicas mundiais;0
Como engatar a quarta marcha na indústria;0
Como monitorar redes híbridas e multicloud?;0
Como o 5G vai transformar a sociedade nos próximos cinco anos?;0
Como o digital influencia na mobilidade urbana?;0
Como o Facebook quer assumir o controle de nossas vidas nos próximos anos;0
Como o Nubank se tornou decacórnio com um simples cartão de crédito?;0
Como se preparar para o efeito Amazon?;0
Como será o profissional do futuro? Veja o impacto da tecnologia nas profissões;0
Compra da divisão de modems da Intel pela Apple é concluída;0
Computação quântica: entenda a revolução que está chegando;0
Computador quântico: tudo o que você precisa saber sobre o modelo poderoso;0
Congress pillories Zuckerberg over Libra cryptocurrency;0
Congressional testimony reveals some faults in Facebook's digital currency plans;0
Congresso dos EUA quer analisar a criptomoeda do Facebook;0
Conheça o VoloCity, táxi voador que você pode chamar com seu smartphone;0
Conheça a plataforma inovadora que pode revolucionar a prestação de serviçoes na aviação;0
Conheça as tecnologias que otimizam negócios mundialmente;0
Conheça o drone autônomo capaz de desviar de obstáculos;0
Conheça o Rota 2030, programa de incentivo ao setor automotivo;0
Consulta pública da Política Nacional de Inovação está aberta para sugestões;0
Corporate, public investments spur interest in Pacific Northwest startups;0
Corretoras de criptomoedas se preparam para aperto das regras;0
Crescimento de IoT cria oportunidades para empresas e profissionais;0
Crimes cibernéticos e fraudes corporativas ameaçam empresas brasileiras com prejuízos que vão muito além das questões financeiras;0
Anthropic is the new AI research outfit from OpenAI’s Dario Amodei, and it has $124M to burn;0
Regressão;0
Machine Learning Transforms Life Insurance Beyond the Actuarial Process;0
4 Great Programs Businesses Can Use to Get Accurate Data Results;0
8 segredos de projetos de Inteligência Artificial de sucesso;0
The Evolving Role of Analytics in Strategic Financial Management;0
Before Jumping to Machine Learning, You Need a Solid Analytics Foundation;0
Best of arXiv.org for AI, Machine Learning, and Deep Learning – May 2021;0
Reduce Compliance Risk in Your Call and Contact Center With AI;0
How the indian FinTech is using AI;0
Mastercard’s Five Pillars of AI;0
Petabytes to Zettabytes: Operational Challenges of Cluster Infrastructure;0
insideBIGDATA Latest News – 6/16/2021;0
Redefining Remote Work and Ensuring Productivity with Big Data;0
Solidifying Absolute and Relative Data Quality with Master Data Management;0
Como o consumidor falará com as empresas no futuro?;0
eBook: How to Use Third-party Data to Make Smarter Decisions;0
Google anuncia esquema de vulnerabilidade unificado para código aberto;0
Infinidat Expands InfiniBox Line with New Solid-State Array to Deliver High Performance for the Most Demanding Enterprise Applications;0
Future of Automation: Robots Are Coming But Wont Take Jobs;0
Data clouds: tech’s next big innovation or just another buzzword?;0
Robots transforming branch experience;0
Multicloud: 76% das empresas utilizam dois ou mais provedores de nuvem;0
La geolocalización, un valor imprescindible en la estrategia empresarial;0
Creating a Better Educational Experience With IoT;0
Top 5 API Lessons for Software Engineering Leaders;0
Empresa investe em uso inteligente de defensivos;0
3 formas criativas de obter talentos para trabalhar com computação em nuvem;0
3 coisas que seu fornecedor de nuvem não vai lhe oferecer (e o que pedir em vez disso);0
Escassez de componentes continua impactar os negócios da Microsoft;0
Computação de alto desempenho: essencial na vida diária e o futuro da tecnologia;0
6 Ways Cloud Migration Costs Go Off the Rails;0
CIOs adotam TI voltada para negócios em meio à democratização da tecnologia;0
LGPD: 69% das empresas não têm políticas de proteção de dados;0
Processamento Paralelo e Distribuído;0
Confiança no produtor, informação e tecnologia são aliadas do consumidor de FFLV e vão ajudar a aumentar o consumo;0
MINAS GERAIS - Técnicos da Conab iniciam pesquisa de grãos no estado;0
Plano Safra 2021/2022 é lançado com R$ 251 bilhões e juros de 3% a 8,5%;0
Plano Safra 2021/22: Recursos de R$ 251,2 bi com taxas de juros variando entre 3% a 8,5%;0
Santa Catarina dá início a projeto para levar internet de fibra ótica ao meio rural;0
Empresas firmam parceria para desenvolver soluções 5G para o agro;0
Os próximos passos tecnológicos da Romi;0
BASF e Mercedes-Benz aceleram startups para o setor agrícola;0
Uso intenso de tecnologia explica resiliência do setor;0
BP Bunge emprega drones para auxiliar no controle biológico dos canaviais;0
Aconteceu em 2020: especialista diz que salário de piloto de drone chega a R$ 12 mil;0
Com barreiras criadas pelo Covid-19, avanços tecnológicos em 2020 equivalem por 5 anos;0
Startups voltadas ao agro se destacam no mercado financeiro;0
iPhone 12 Pro. Primeiro iPhone 5G;0
Reduzindo riscos de contágio na academia com o Apple Watch;0
Produtos do futuro para pessoas que chegaram ao futuro;0
Índice assegura alta discreta em semana marcada por tombo em criptomoedas e minério de ferro Por Reuters;0
Michaël van de Poppe aponta altcoins que devem subir entre 5 a 10 vezes nos próximos meses Por Criptonizando;0
Bitcoin desvaloriza 10% em movimento de baixa Por Investing.com;0
Alunos da StartSe University vendem startup para a XP;0
APIs e nuvem híbrida: a estratégia do Original para o Open Banking;0
Estudo: cibercriminosos miram APIs utilizadas no open banking;0
Using AI/ML to identify opportunities & challenges with credit risk scoring;0
Kaspersky alerta: golpistas usam pré-cadastro no Pix para roubo;0
Pix: como não ser mais uma vítima de hackers nas compras de Natal;0
Os objetivos do Open Banking, suas implicações em segurança da informação e cases da API (Application Programming Interface);0
GranBio inaugura espaço no IPT Open Experience;0
Lift Lab 3ª Edição bate recorde na entrega de projetos finalizados ;0
Open banking abre oportunidades, mas exige cuidado na jornada de dados;0
LGPD, PIX e Open Banking: quais são os impactos para o setor financeiro?;0
Conheça as tentativas de fraudes e golpes financeiros  mais comuns com o Pix e saiba como evitá-los;0
Como o Pix pode ampliar o acesso a dados do cliente de maneira legal;0
Open banking: a realidade que vai transformar grandes bancos e fintechs;0
Saiba como se prevenir dos golpes e fraudes com PIX;0
Payments, lending and neobanks rule fintechs in emerging markets, report says;0
3 golpes comuns que envolvem o Pix e as dicas para usuários se protegerem, segundo o Banco Central;0
IoT and payments: a  new normal of touchless connected experiences;0
IoT and payments: a new normal of touchless connected experiences;0
Pix vence categoria Inovação em Pagamentos do Central Banking Fintech & Regtech Global Awards 2021 ;0
Will AI Developments Help Open Banking Take Off?;0
Boleto é paixão brasileira. E uma startup quer mantê-lo vivo mesmo com o Pix;0
PIX: bancos querem regras flexíveis para impedir golpes e roubos;0
Why big investors are pouring money into blockchain data analytics for crypto;0
Building a great startup requires more than genius and a great invention;0
Com onda de furtos, Apple, Motorola e Samsung são questionadas pelo Procon;0
The Incredible Impact of Blockchain Technology on the Economy;0
Jornada para core das organizações: 4 dilemas comuns na adoção de nuvem;0
VTEX adquire a Suiteshare e viabiliza vendas por Whatsapp;0
Fintech colombiana ADDI anuncia aporte de R$350 milhões;0
Masten Space Systems to develop a GPS-like network for the Moon;0
Why investing in cyber security makes sense;0
6 Ways Augmented Reality Is Changing These 6 Industries;0
Robotic Process Automation (RPA);0
C6 Bank alcança seis milhões de clientes em dois anos com apoio da AWS;0
Casal espanhol cria óculos digital para filho com baixa visão;0
Reforço nas pastagens ajuda a otimizar custos da produção de leite;0
Companhia assume liderança brasileira de bioinseticidas;0
21 do Brasil a 93,9 mi t, apontam analistas Por Reuters;0
Secretaria da Agricultura inicia distribuição de 200 mil sacas de sementes de milho do Programa Terra Boa;0
"21 para 5,4 mi t; tem faturamento recorde Por Reuters";0
Exportação de ovos e ovoprodutos em maio de 2021 e no acumulado do ano;0
Posição do STF sobre demarcações de terras indígenas pode ser alterada;0
Dangote, da Nigéria, vai iniciar exportações de fertilizantes para EUA e Brasil;0
VLI fecha contrato de concessão de terminal integrador no Maranhão por 15 anos Por Reuters;0
Soja: exportações renderam até o momento US$ 24 bi em 2021, contra US$ 28,5 bi em todo ano passado;0
Novas iniciativas dão apoio aos produtores de cana;0
Leite chega a R$ 1,7150 no RS;0
Custo de produção da soja 21/22 no MT está 15% maior do que o da safra passada;0
Temores com demanda fazem açúcar em NY e Londres recuar quase 2% nesta 3ª;0
Anec reduz projeção de embarque de soja do Brasil em junho;0
Usinas de açúcar e etanol devem garantir boas margens em 21/22, apesar de aumento nos custos;0
Agenda: Estoques de petróleo dos EUA serão atualizados nesta 4 ª, além de outras divulgações do financeiro;0
Milho vai se sustentando mais alto na B3 nesta 4ªfeira;0
Milho começa a 4ªfeira tentando se recuperar na B3;0
PIB do agro: Ipea revisa índice para cima, indicando crescimento de 2,6%;0
PIB Agro para 2021 é revisto de 2,2% para 2,6% pelo Ipea;0
Projeção do PIB agro sobe de 2,2% para 2,6%, segundo instituto de pesquisa;0
Ipea aumenta previsão de alta do PIB do setor agropecuário;0
FAESC avalia de forma positiva o Plano Agrícola e Pecuário 2021/2022;0
Açúcar opera com ganhos moderadas nesta tarde de 4ª na Bolsa de NY;0
ABINEE e Apex-Brasil promovem rodadas virtuais de negócios para o setor eletroeletrônico;0
Açúcar volta aos US$ 17 c/lb, após altas de 1% nesta 4ª em NY;0
Futuro do milho subiu na 4ªfeira com B3 buscando acomodação;0
Frango: preços estáveis ou com leves quedas nesta quarta-feira (23);0
Açúcar opera com ganhos moderados nesta tarde de 4ª na Bolsa de NY;0
Exportação de açúcar chega a 1,751 mi t em junho – Secex;0
Abertura de mercado: o que esperar de bolsa e câmbio no Brasil nesta 5ª-feira Por Investing.com;0
Milho: B3 segue subindo em movimentos de correção nesta 5ªfeira;0
Cotações do milho abrem a 5ªfeira buscando se manter em alta na B3;0
Trigo fecha em forte alta com preocupações por clima nos EUA, soja e milho recuam Por Reuters;0
Açúcar tem perdas moderadas nesta tarde de 5ª feira em NY e Londres;0
Exportações de ovos mantêm alta de 143,4% em 2021 e receita supera US$ 7 milhões;0
Medo de geadas sustenta ganhos do milho na B3 nesta 5ªfeira;0
Colheita de soja da Argentina é concluída com 43,5 mi t, diz bolsa de cereais Por Reuters;0
Ministra vê 'boom' de preços de commodities pelo menos até 2022;0
Risco de geadas vai consolidando altas nas cotações do milho na B3 nesta 6ªfeira;0
"Ações da Petrobras caem 3% com petróleo; Magalu sobe 3% com aquisição e Cogna recua 2% após renúncia de diretor";0
EBITDA da Tereos alcança R$ 726 milhões;0
Com futuro incerto, empresas colocam pé no freio dos investimentos;0
Raul Guaragna, da Tereos, é o Executivo do Ano 2020;0
Ibovespa cai para faixa dos 115 mil pontos com mutação de vírus no radar;0
"Rabobank inicia operações com Fundo AGRI3 em agricultura sustentável; inclui Brasil";0
Cotação do dólar impacta preços de grãos em Santa Catarina;0
Milho: preços começam a melhorar em Chicago e na B3;0
Soja rompe os US$ 12,50 e alguns contratos rondam os US$ 12,60;0
Soja supera os US$12,50 em Chicago, com mercado de olho nos problemas climáticos para a produção sul-americana;0
Porto de Antonina projeta movimentação de cargas 50% maior em 2021;0
Porto de Antonina prevê crescimento de 50% em 2021;0
‘Demanda interna será atendida a preços mais baixos em 2021’, alerta professor de economia;0
Milho: última semana do ano começa com ganho para os primeiros contratos na B3;0
Milho segue em alta na B3 nesta reta final de ano;0
Soja passa a cair na Bolsa de Chicago acompanhando inversão também do farelo;0
Preço do milho segue subindo na B3 nesta terça-feira;0
Índice de preços do agro termina 2020 com alta de quase 50%, diz FGV;0
"Boi sobe em SP e milho fica acima de R$ 80 na B3; veja notícias desta terça";0
Milho começa a 3ªfeira estendendo ganhos e passa dos R$ 82,00 na B3;0
Greve em portos da Argentina atrasa embarques avaliados em US$1,458 bi, diz bolsa;0
zeroheight raises $10M round led by Tribe Capital to scale DesignOps for UX teams;0
"Boi, café e soja têm queda e milho se mantém firme; veja notícias desta terça";0
Indicador Cepea para o milho supera os R$ 100 por saca;0
Disparada no preço dos alimentos eleva inflação pelo mundo;0
"Ibovespa tem leve queda com exterior negativo; dólar cai a R$ 5,22";0
Abertura de mercado: o que esperar de bolsa e câmbio no Brasil nesta 3ª-feira Por Investing.com;0
Selic deve subir mais 0,75 ponto percentual em junho, indica BC;0
Boi gordo: queda na cotação da vaca e da novilha gordas em São Paulo;0
"Açúcar: contratos futuros fecham mistos em Nova York; seca continua pressionando";0
Café: Após queda, Nova York e Londres voltam a subir nesta terça-feira;0
Bovespa opera em queda nesta terça-feira;0
Milho: terça-feira começa com cotações subindo na B3 e na CBOT;0
"Dólar tem pouca alteração ante real após ata do Copom; dados dos EUA entram no radar";0
Soja opera estável em Chicago nesta 3ª e se posiciona antes do novo boletim do USDA;0
Futuros do aço na China tocam máximas recorde e minério de ferro amplia rali Por Reuters;0
"Soja sobe forte em Chicago motivada pelo milho e briga por área nos EUA; julho supera os US$ 16";0
Açúcar dispara nesta tarde de 3ª feira nas bolsas de NY e Londres;0
IPCA tem alta de 0,31% em abril – Carnes sobem 1,01% – IBGE;0
Alta da Selic vai levar inflação a ficar abaixo da meta, diz Copom;0
Milho se recupera das quedas de ontem e seguem subindo na B3 nesta 3ªfeira;0
Café: Arábica e Londres seguem operando com altas técnicas nesta 3ª feira;0
Dólar passa a subir ante real com Copom, Brasília e dados dos EUA no radar;0
Açúcar/Cepea: Com nova alta, preço do cristal no spot de SP supera o da exportação;0
"""Normalização parcial"" é adequada para convergência da inflação à meta, diz Copom";0
IPCA desacelera a 0,31% em abril mas em 12 meses dispara a máxima em 4 anos e meio;0
Açúcar sobe mais de 1% nas bolsas de NY e Londres nesta manhã de 3ª;0
Preços ao produtor na China sobem, mas alta ao consumidor ainda é modesta;0
Futuros do aço na China tocam máximas recorde e minério de ferro amplia rali;0
Com nova alta, preço do açúcar no spot de SP supera o da exportação;0
Como fazer mais trigo por dia?;0
Dólar renova mínima em quatro meses antes de inflação nos EUA;0
Dólar fecha em queda de 0,17%, a R$5,2241;0
Scot Consultoria: Recuo na cotação do boi gordo em São Paulo;0
Entrevista com Aaron Edwards - Consultor de Mercado da Roach Ag Marketing sobre o Fechamento de Mercado da Soja;0
Petróleo fecha em alta, de olho em gasoduto nos EUA e relatório da Opep;0
Café: Arábica e conilon voltam a subir com expectativa de demanda aquecida e oferta restrita;0
Mais uma forte subida nos preços em Chicago. Bom para quem AINDA tem soja (e não assinou contratos);0
Ouro fecha em leve baixa, pressionado por avanço dos Treasuries Por Estadão Conteúdo;0
USDA não deve trazer números que possam aliviar restrição de oferta de soja e milho, diz analista americano;0
Açúcar tem rally com ganhos de mais de 3% e supera os US$ 18 c/lb em NY;0
Apesar da Covid-19, embarques de açúcar pela Índia se mantêm fortes;0
Dólar perde força no começo da tarde atento a exterior;0
Apetite por aquisições pode elevar ofertas na Bolsa a R$ 200 bi neste ano Por Estadão Conteúdo;0
Soja: Mercado recupera parte das baixas e fecha com boas altas para receber novo USDA;0
Com oferta crescente, mercado do boi segue estável no Brasil;0
Preços do petróleo sobem por temor de escassez de combustível nos EUA Por Reuters;0
Fed vê emprego ganhando fôlego nos EUA e impulso da inflação temporário;0
Soja supera US$ 16/bushel em Chicago pela 1ª vez desde 2012;0
"Milho se aproxima de R$ 110 por saca; veja notícias desta quarta";0
Café: Londres e NY operam com baixas técnicas para os principais contratos;0
Boi gordo: recuo na cotação do boi gordo em São Paulo;0
"Inflação dos EUA sobe acima do esperado em abril; títulos do Tesouro aceleram alta Por Investing.com";0
Puxado pelas incertezas climáticas, futuros do açúcar fecham em alta e superam 18 cts/lb;0
Bovespa opera em queda, abaixo dos 122 mil pontos;0
Milho abre a quarta-feira buscando se manter em alta na B3;0
Dólar opera perto da estabilidade de olho em inflação nos EUA;0
Soja opera próxima de suas máximas em nove anos na Bolsa de Chicago nesta 4ª à espera do USDA;0
Precisamos duplicar a BR 282;0
IEA vê recuperação na demanda por petróleo ultrapassando crescimento da oferta;0
China diz que lidará de forma eficaz com rápida alta nos preços de commodities Por Reuters;0
IEA vê recuperação na demanda por petróleo ultrapassando crescimento da oferta Por Reuters;0
Aço e minério de ferro têm novas máximas na China e analistas alertam sobre riscos Por Reuters;0
Açúcar tem pressão nesta manhã de 4ª com realização de lucros;0
Café: Mercado operando com estabilidade em Londres e NY nesta 4ª feira;0
bushel em Chicago pela 1ª vez desde 2012 Por Reuters;0
Apesar de realização de lucros, açúcar se mantém acima de US$ 18 c/lb em NY;0
Dólar salta 1,6% e supera R$5,30 com chacoalhão global após inflação mais alta nos EUA;0
Preços do petróleo têm máxima de 8 semanas por otimismo com demanda e dados dos EUA Por Reuters;0
Petróleo fecha em alta, com relatórios sobre demanda e de olho em duto nos EUA Por Estadão Conteúdo;0
Fed diz que, se expectativas de inflação ficarem desancoradas, usará instrumentos;0
Dólar fecha em alta de 1,55%, a R$5,3053;0
Ouro fecha em queda, com dólar forte e juros dos Treasuries em alta Por Estadão Conteúdo;0
Scot Consultoria: Cotação do boi gordo estável em São Paulo;0
Altas de mais de 2% nos futuros do óleo puxam grão e soja fecha com forte avanço em Chicago;0
Café: Mercado faz nova correção e encerra quarta-feira com baixas em Londres e Nova York;0
USDA e Conab seguram cotações futuras do milho nesta 4ªfeira;0
EUA veem ofertas apertadas de soja e milho mesmo após nova colheita Por Reuters;0
Frango: mercado registra cotações em campo misto nesta quarta-feira (12);0
Açúcar cai mais de 1% nesta 4ª em NY e Londres com realização de lucros;0
Real pode manter valorização no curto prazo, mas será pressionado depois por fiscal e Fed, diz Itaú;0
Preço do milho segue se valorizando em Goiás devido a restrita situação de oferta;0
Arroba do boi gordo deve registrar novas máximas no segundo semestre de 2021;0
Cotação do milho passa a cair nesta 4ªfeira após reportes do USDA;0
Dólar volta a ganhar fôlego e se aproxima de máximas com piora externa após inflação nos EUA;0
Soja atinge maior patamar desde 2012 em Chicago por preocupação com oferta Por Reuters;0
Mercado do boi gordo deve ter preços baixos até junho, diz Safras;0
Milho: Chicago tem leve queda após relatório do USDA;0
Boi cai, milho sobe: veja as notícias desta quinta-feira;0
Dólar sobe 1,55% e fecha a R$ 5,30 após dados de inflação nos EUA;0
Café: Arábica volta a subir com movimentação técnica e de olho no dólar, mas Londres mantém quedas;0
Nos bastidores, Fed pressiona grandes bancos sobre análises de risco climático;0
Contratos futuros do açúcar fecham em baixa, devolvendo ganhos do dia anterior;0
Bovespa opera em alta de olho em CPI e em dados dos EUA;0
De olho no dólar, café abre pregão com desvalorização em Londres e Nova York;0
B3 abre a 5ª feira buscando recuperação para as cotações do milho;0
"Dólar tem leve alta contra real; foco permanece na inflação dos EUA";0
Soja realiza lucros em Chicago após máxima de 9 anos e monitora ponte interditada em Memphis;0
Abertura de mercado: o que esperar de câmbio e bolsa no Brasil nesta 5ª-feira Por Investing.com;0
Webmotors abre 40 vagas para profissionais de TI;0
Bancos da zona do euro possuem capital suficiente para suportar impacto da pandemia, diz FMI;0
Piora da pandemia força Santander Brasil a voltar atrás em trabalho presencial;0
Como um peixe da Amazônia foi encontrado na Florida;0
Butanvac: testes de fases 1 e 2 com vacina brasileira devem começar em abril;0
Mapa busca crédito mais acessível para pescadores e aquicultores;0
Tabaco de enrolar: de Santa Cruz do Sul para o mundo;0
Desafio do Reino Unido póx-Brexit é superar a burocracia na exportação de carnes;0
CMN consolida normas do programa de financiamento às exportações (Proex) Por Estadão Conteúdo;0
Mapa busca crédito mais acessível para aquicultores;0
Governo simplifica regras do Proex de olho em OCDE;0
Número de imóveis ativos do Airbnb supera as maiores redes de hotéis combinadas;0
Pesquisadora apresenta inoculante para apoio à adubação fosfatada;0
Ibovespa vira e passa a recuar com vírus e preocupação fiscal no radar Por Investing.com;0
Wall Street tem alta com forte esperança de recuperação econômica;0
Proteção cibernética além do uso de softwares;0
Bolsonaro defende modernização do Mercosul em evento comemorativo aos 30 anos de criação do bloco;0
ADM Anuncia Nova Política para Proteger Florestas, Biodiversidade e Comunidades;0
Como a Butanvac, vacina 100% brasileira, pode mudar a situação da pandemia no Brasil;0
Marcos Pontes anuncia três vacinas brasileiras contra a Covid-19;0
Shin Ultraman: filme ganha teaser, mas é adiado por Covid;0
Saiba como a vacina brasileira do Butantan é produzida;0
Preços do petróleo saltam 4% por temor de que bloqueio em Suez possa durar semanas;0
Apple lança iOS 14.4.2 para corrigir falha grave de segurança;0
Inoculante apresenta 27 meses de estabilidade;0
Saiba como dividir os custos de streamings com os amigos;0
Preços do petróleo saltam 4% por temor de que bloqueio em Suez possa durar semanas Por Reuters;0
Carga de energia mantém vigor em abril, mas Covid afeta projeções futuras Por Reuters;0
João Dória recebeu R$ 135 BILHÕES!!! e ainda não prestou contas onde colocou o dinheiro do Covidão;0
MSD Saúde Animal promove série de encontros digitais para refletir sobre uma nova campanha;0
Conheça a Butanvac: tudo sobre a vacina 100% brasileira;0
RenovaBio é uma riqueza compartilhada, apontam especialistas;0
Presidente da União Química confirma novo pedido de uso emergencial da Sputnik V e diz que pode fabricar 8 milhões de doses mensais;0
ANP realizará workshop sobre cessão de contratos de exploração e produção;0
Ações europeias fecham perto de máximas com destaque para mineradoras e tecnologia;0
RS terá chuva e temperaturas amenas nos próximos sete dias;0
Adriana Degreas lança coleção inspirada na Grécia;0
Consumidor é protagonista da agricultura do futuro;0
AGROTEMPO: saiba como será o fim de semana;0
Infocafé de 26/03/21;0
Streaming compartilhado: dica do dia mostra como pagar menos para assistir filmes e séries em casa;0
Butanvac: Instituto Butantan quer aprovação da Anvisa para testes em humanos;0
Criatório Mangalarga investe em genômica;0
Diversão gelada: supercarro elétrico americano faz driftings em lago congelado;0
Asteroide Apophis não vai colidir com a Terra por pelo menos 100 anos;0
Entenda a contratação de Príncipe Harry como novo diretor da BetterUp;0
Confira dez jogos para PlayStation gratuitos na iniciativa 'Play at Home';0
Gasolina e diesel recuam nos postos após cortes da Petrobras na refinaria;0
Covid-19: megaferiado em São Paulo começa com suspensão de serviços;0
XP Investimentos muda marca pela primeira vez e passa a ser XP, com foco em tecnologia;0
Bolsonaro edita decreto que viabiliza pagamento do auxílio emergencial;0
Estadão alerta (pela 3a. vez) sobre a ineficácia da vacina Coronav contra a variante P1;0
A vida de Mike Tyson pode virar série de TV;0
Fiocruz avança nos estudos da criação de 4 vacinas brasileiras (no Poder360);0
